models,model_rounds,validation_accuracy,validation_lower_bound,validation_upper_bound,validation_total,validation_correct,test_accuracy,test_lower_bound,test_upper_bound,test_total,test_correct,validation_TP,test_TP,validation_FP,test_FP,validation_TN,test_TN,validation_FN,test_FN
"sgc_coral-anthropic3710,sgc_coral-gemini10,sgc_coral-openai","3,4,1",0.5384615384615384,0.4379549402240126,0.6367211715616949,104,56,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,25,33,11,5,31,20,37,55
"sgc_coral-gemini25,sgc_coral-openai4510,sgc_coral-openaio1","2,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,20,30,7,2,35,23,42,58
"sgc_coral-anthropic,sgc_coral-gemini2510,sgc_coral-openai10o1","1,2,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,35,49,22,15,20,10,27,39
"sgc_coral-anthropic,sgc_coral-geminipro,sgc_coral-geminipro10","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,35,40,22,9,20,16,27,48
"sgc_coral-geminipro,sgc_coral-openai10,sgc_coral-openaio1","1,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,30,41,17,7,25,18,32,47
"sgc_coral-anthropic37,sgc_coral-gemini10,sgc_coral-openai","7,4,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.40707964601769914,0.3156259583771482,0.5035273529945195,113,46,18,23,5,2,37,23,44,65
"sgc_coral-anthropic37,sgc_coral-geminipro,sgc_coral-openai45","7,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,31,37,18,5,24,20,31,51
"sgc_coral-anthropic,sgc_coral-anthropic10,sgc_coral-openai4510","1,4,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,28,42,15,10,27,15,34,46
"sgc_coral-anthropic37,sgc_coral-gemini10,sgc_coral-openai4510","7,4,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.3805309734513274,0.2908336209275553,0.4766535155216661,113,43,19,23,6,5,36,20,43,65
"sgc_coral-openai,sgc_coral-openai10,sgc_coral-openai4510","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,32,40,19,10,23,15,30,48
"sgc_coral-gemma,sgc_coral-openai10o1,sgc_coral-openaio1","1,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5575221238938053,0.4610546518661339,0.6508999553070312,113,63,26,47,13,9,29,16,36,41
"sgc_coral-anthropic37,sgc_coral-gemini25,sgc_coral-geminipro","7,2,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.39823008849557523,0.30733148555269946,0.4945994395519369,113,45,19,22,6,2,36,23,43,66
"sgc_coral-anthropic37,sgc_coral-gemini25,sgc_coral-openai10o1","7,2,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.36283185840707965,0.2744598598768483,0.4585850370789202,113,41,19,20,6,4,36,21,43,68
"sgc_coral-geminipro10,sgc_coral-openai10o1,sgc_coral-openaio1","1,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,25,33,12,8,30,17,37,55
"sgc_coral-geminipro10,sgc_coral-openai,sgc_coral-openai4510","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,30,42,17,11,25,14,32,46
"sgc_coral-anthropic37,sgc_coral-gemini,sgc_coral-openai","7,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5663716814159292,0.4698655764900294,0.6593123718320077,113,64,28,40,15,1,27,24,34,48
"sgc_coral-geminipro,sgc_coral-openai10o1,sgc_coral-openai4510","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,33,38,20,13,22,12,29,50
"sgc_coral-geminipro,sgc_coral-openai10,sgc_coral-openai4510","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,34,43,21,10,21,15,28,45
"sgc_coral-anthropic,sgc_coral-gemini,sgc_coral-openai4510","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,35,46,22,12,20,13,27,42
"sgc_coral-anthropic,sgc_coral-gemini10,sgc_coral-geminipro","1,4,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,29,33,16,8,26,17,33,55
"sgc_coral-anthropic,sgc_coral-gemini10,sgc_coral-gemma","1,4,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,26,39,13,10,29,15,36,49
"sgc_coral-anthropic37,sgc_coral-geminipro,sgc_coral-openai","7,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,27,37,14,5,28,20,35,51
"sgc_coral-anthropic,sgc_coral-geminipro,sgc_coral-openai10","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,38,45,25,11,17,14,24,43
"sgc_coral-anthropic10,sgc_coral-gemini25,sgc_coral-geminipro","4,2,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.3805309734513274,0.2908336209275553,0.4766535155216661,113,43,20,24,7,6,35,19,42,64
"sgc_coral-gemini25,sgc_coral-geminipro,sgc_coral-gemma","2,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.415929203539823,0.3239503340286666,0.5124256476840243,113,47,28,28,15,6,27,19,34,60
"sgc_coral-gemini10,sgc_coral-gemini25,sgc_coral-openaio1","4,2,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.34513274336283184,0.2582139731102288,0.44039054896588103,113,39,16,17,3,3,39,22,46,71
"sgc_coral-anthropic10,sgc_coral-openai,sgc_coral-openai10","4,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,29,40,16,7,26,18,33,48
"sgc_coral-gemini,sgc_coral-geminipro10,sgc_coral-openai","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,33,39,20,11,22,14,29,49
"sgc_coral-gemini10,sgc_coral-openai10,sgc_coral-openaio1","4,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,19,31,6,4,36,21,43,57
"sgc_coral-gemini,sgc_coral-geminipro,sgc_coral-openai45","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5575221238938053,0.4610546518661339,0.6508999553070312,113,63,36,50,23,12,19,13,26,38
"sgc_coral-gemini,sgc_coral-openai45,sgc_coral-openaio1","1,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5663716814159292,0.4698655764900294,0.6593123718320077,113,64,29,48,16,9,26,16,33,40
"sgc_coral-anthropic10,sgc_coral-geminipro,sgc_coral-openai","4,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,28,38,15,8,27,17,34,50
"sgc_coral-anthropic10,sgc_coral-gemma,sgc_coral-openai4510","4,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,23,41,10,8,32,17,39,47
"sgc_coral-gemini10,sgc_coral-gemma,sgc_coral-openai4510","4,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,23,39,10,8,32,17,39,49
"sgc_coral-anthropic,sgc_coral-geminipro10,sgc_coral-openai","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,32,44,19,14,23,11,30,44
"sgc_coral-gemini10,sgc_coral-gemini25,sgc_coral-geminipro10","4,2,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.3274336283185841,0.24210047134864673,0.4220658996882183,113,37,16,16,3,4,39,21,46,72
"sgc_coral-gemini,sgc_coral-gemma,sgc_coral-openai","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5575221238938053,0.4610546518661339,0.6508999553070312,113,63,34,50,21,12,21,13,28,38
"sgc_coral-gemini,sgc_coral-gemini10,sgc_coral-gemma","1,4,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4336283185840708,0.3406876281679922,0.5301344235099705,113,49,25,32,12,8,30,17,37,56
"sgc_coral-gemini25,sgc_coral-geminipro,sgc_coral-openaio1","2,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4336283185840708,0.3406876281679922,0.5301344235099705,113,49,20,30,7,6,35,19,42,58
"sgc_coral-gemini10,sgc_coral-gemini25,sgc_coral-openailong","4,2,3",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.37168141592920356,0.28263100798002905,0.4676347962649451,113,42,20,21,7,4,35,21,42,67
"sgc_coral-gemini10,sgc_coral-geminipro10,sgc_coral-openai10o1","4,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.3274336283185841,0.24210047134864673,0.4220658996882183,113,37,23,21,10,9,32,16,39,67
"sgc_coral-anthropic,sgc_coral-openai10o1,sgc_coral-openailong","1,1,3",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,33,41,20,11,22,14,29,47
"sgc_coral-anthropic10,sgc_coral-anthropic37,sgc_coral-gemma","4,7,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,19,34,6,6,36,19,43,54
"sgc_coral-anthropic10,sgc_coral-gemini10,sgc_coral-openaio1","4,4,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.3805309734513274,0.2908336209275553,0.4766535155216661,113,43,18,24,5,6,37,19,44,64
"sgc_coral-anthropic10,sgc_coral-gemini10,sgc_coral-openai4510","4,4,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.3893805309734513,0.29906724963482817,0.48564160577774956,113,44,19,25,6,6,36,19,43,63
"sgc_coral-anthropic10,sgc_coral-gemini10,sgc_coral-openai","4,4,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.3805309734513274,0.2908336209275553,0.4766535155216661,113,43,18,23,5,5,37,20,44,65
"sgc_coral-anthropic10,sgc_coral-gemini10,sgc_coral-geminipro10","4,4,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.37168141592920356,0.28263100798002905,0.4676347962649451,113,42,18,23,5,6,37,19,44,65
"sgc_coral-anthropic37,sgc_coral-openai4510,sgc_coral-openaio1","7,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,21,33,8,2,34,23,41,55
"sgc_coral-gemini10,sgc_coral-geminipro,sgc_coral-openailong","4,1,3",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,24,32,11,6,31,19,38,56
"sgc_coral-anthropic,sgc_coral-gemma,sgc_coral-openai10o1","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,36,44,23,13,19,12,26,44
"sgc_coral-gemini10,sgc_coral-openai,sgc_coral-openaio1","4,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,19,28,6,3,36,22,43,60
"sgc_coral-anthropic37,sgc_coral-openai10o1,sgc_coral-openaio1","7,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,21,31,8,3,34,22,41,57
"sgc_coral-gemini25,sgc_coral-gemma,sgc_coral-openai4510","2,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,22,36,9,7,33,18,40,52
"sgc_coral-anthropic,sgc_coral-openai4510,sgc_coral-openaio1","1,1,2",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,27,45,14,8,28,17,35,43
"sgc_coral-anthropic,sgc_coral-openai45,sgc_coral-openai4510","1,1,1",0.5288461538461539,0.4284987821872685,0.627508428100276,104,55,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,33,49,20,14,22,11,29,39
"sgc_coral-anthropic,sgc_coral-gemini,sgc_coral-gemini10","1,1,4",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,28,35,16,8,26,17,34,53
"sgc_coral-geminipro,sgc_coral-openai,sgc_coral-openai45","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,35,45,23,12,19,13,27,43
"sgc_coral-gemini,sgc_coral-openai,sgc_coral-openai4510","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,33,47,21,11,21,14,29,41
"sgc_coral-geminipro10,sgc_coral-openai,sgc_coral-openai10o1","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,30,39,18,10,24,15,32,49
"sgc_coral-geminipro,sgc_coral-openai45,sgc_coral-openaio1","1,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.584070796460177,0.4875743523159756,0.6760496659713334,113,66,29,48,17,7,25,18,33,40
"sgc_coral-geminipro10,sgc_coral-openai,sgc_coral-openai45","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,31,45,19,14,23,11,31,43
"sgc_coral-gemini,sgc_coral-gemma,sgc_coral-openaio1","1,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,25,45,13,8,29,17,37,43
"sgc_coral-gemini25,sgc_coral-openai,sgc_coral-openaio1","2,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,18,29,6,1,36,24,44,59
"sgc_coral-anthropic37,sgc_coral-gemini25,sgc_coral-openai4510","7,2,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.40707964601769914,0.3156259583771482,0.5035273529945195,113,46,17,23,5,2,37,23,45,65
"sgc_coral-gemini10,sgc_coral-gemini25,sgc_coral-geminipro","4,2,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.336283185840708,0.2501403603610025,0.4312447837432745,113,38,18,18,6,5,36,20,44,70
"sgc_coral-gemini,sgc_coral-geminipro,sgc_coral-gemma","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,33,47,21,11,21,14,29,41
"sgc_coral-gemini,sgc_coral-geminipro10,sgc_coral-openai4510","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,28,42,16,13,26,12,34,46
"sgc_coral-gemini,sgc_coral-geminipro,sgc_coral-openaio1","1,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5929203539823009,0.4964726470054805,0.6843740416228519,113,67,28,48,16,6,26,19,34,40
"sgc_coral-anthropic,sgc_coral-anthropic10,sgc_coral-gemini25","1,4,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,18,27,6,4,36,21,44,61
"sgc_coral-anthropic,sgc_coral-anthropic10,sgc_coral-geminipro","1,4,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,30,40,18,9,24,16,32,48
"sgc_coral-anthropic10,sgc_coral-gemini10,sgc_coral-geminipro","4,4,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.3893805309734513,0.29906724963482817,0.48564160577774956,113,44,18,26,6,7,36,18,44,62
"sgc_coral-anthropic10,sgc_coral-geminipro,sgc_coral-gemma","4,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,30,41,18,8,24,17,32,47
"sgc_coral-anthropic,sgc_coral-anthropic10,sgc_coral-openaio1","1,4,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,20,32,8,4,34,21,42,56
"sgc_coral-gemini,sgc_coral-gemini10,sgc_coral-geminipro","1,4,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,27,33,15,6,27,19,35,55
"sgc_coral-openai,sgc_coral-openai10o1,sgc_coral-openaio1","1,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,25,41,13,6,29,19,37,47
"sgc_coral-gemini,sgc_coral-gemini10,sgc_coral-openai4510","1,4,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,23,35,11,6,31,19,39,53
"sgc_coral-openai,sgc_coral-openai10,sgc_coral-openai10o1","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,34,41,22,13,20,12,28,47
"sgc_coral-gemini,sgc_coral-gemini25,sgc_coral-geminipro10","1,2,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,25,29,13,6,29,19,37,59
"sgc_coral-gemini,sgc_coral-gemini25,sgc_coral-gemma","1,2,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.415929203539823,0.3239503340286666,0.5124256476840243,113,47,24,28,12,6,30,19,38,60
"sgc_coral-anthropic,sgc_coral-openai10o1,sgc_coral-openai45","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,36,49,24,12,18,13,26,39
"sgc_coral-anthropic37,sgc_coral-gemini25,sgc_coral-gemma","7,2,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.3805309734513274,0.2908336209275553,0.4766535155216661,113,43,17,22,5,4,37,21,45,66
"sgc_coral-anthropic37,sgc_coral-gemini25,sgc_coral-openai","7,2,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.40707964601769914,0.3156259583771482,0.5035273529945195,113,46,17,22,5,1,37,24,45,66
"sgc_coral-anthropic10,sgc_coral-geminipro,sgc_coral-openai10o1","4,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,28,41,16,8,26,17,34,47
"sgc_coral-gemma,sgc_coral-openai,sgc_coral-openailong","1,1,3",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,30,47,18,10,24,15,32,41
"sgc_coral-gemma,sgc_coral-openai,sgc_coral-openai45","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5663716814159292,0.4698655764900294,0.6593123718320077,113,64,33,51,21,12,21,13,29,37
"sgc_coral-geminipro,sgc_coral-geminipro10,sgc_coral-openai10o1","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,33,37,21,12,21,13,29,51
"sgc_coral-gemini,sgc_coral-geminipro,sgc_coral-openai4510","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,34,48,22,11,20,14,28,40
"sgc_coral-geminipro,sgc_coral-geminipro10,sgc_coral-openai4510","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,30,44,18,12,24,13,32,44
"sgc_coral-gemini25,sgc_coral-openai,sgc_coral-openai4510","2,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.415929203539823,0.3239503340286666,0.5124256476840243,113,47,24,29,12,7,30,18,38,59
"sgc_coral-gemini10,sgc_coral-openai4510,sgc_coral-openaio1","4,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,18,32,6,4,36,21,44,56
"sgc_coral-anthropic,sgc_coral-gemini,sgc_coral-openaio1","1,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5575221238938053,0.4610546518661339,0.6508999553070312,113,63,30,46,18,8,24,17,32,42
"sgc_coral-gemini10,sgc_coral-geminipro,sgc_coral-openaio1","4,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,18,29,6,6,36,19,44,59
"sgc_coral-gemini10,sgc_coral-openai,sgc_coral-openai4510","4,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,23,32,11,9,31,16,39,56
"sgc_coral-gemini25,sgc_coral-openai45,sgc_coral-openaio1","2,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,20,34,8,5,34,20,42,54
"sgc_coral-gemini25,sgc_coral-openai10o1,sgc_coral-openaio1","2,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4336283185840708,0.3406876281679922,0.5301344235099705,113,49,20,27,8,3,34,22,42,61
"sgc_coral-anthropic,sgc_coral-geminipro,sgc_coral-openai4510","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,35,47,23,11,19,14,27,41
"sgc_coral-anthropic,sgc_coral-gemini,sgc_coral-openai10","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,37,43,25,10,17,15,25,45
"sgc_coral-anthropic,sgc_coral-gemini,sgc_coral-openai10o1","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,36,43,24,10,18,15,26,45
"sgc_coral-gemini10,sgc_coral-openai,sgc_coral-openai10","4,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,28,32,16,7,26,18,34,56
"sgc_coral-gemini25,sgc_coral-openai10,sgc_coral-openaio1","2,1,2",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,19,30,7,2,35,23,43,58
"sgc_coral-anthropic,sgc_coral-geminipro10,sgc_coral-openai45","1,1,1",0.5192307692307693,0.4190774389234318,0.6182607612874944,104,54,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,34,47,22,14,20,11,28,41
"sgc_coral-anthropic37,sgc_coral-gemini10,sgc_coral-gemini25","7,4,2",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.35398230088495575,0.26632066883004546,0.44950378631102667,113,40,16,17,5,2,37,23,46,71
"sgc_coral-gemini25,sgc_coral-geminipro,sgc_coral-openai45","2,1,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,27,36,16,6,26,19,35,52
"sgc_coral-anthropic,sgc_coral-openai,sgc_coral-openaio1","1,1,2",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,25,44,14,7,28,18,37,44
"sgc_coral-gemini,sgc_coral-openai,sgc_coral-openai45","1,1,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,35,45,24,12,18,13,27,43
"sgc_coral-geminipro,sgc_coral-openai10o1,sgc_coral-openai45","1,1,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.5575221238938053,0.4610546518661339,0.6508999553070312,113,63,32,50,21,12,21,13,30,38
"sgc_coral-gemini,sgc_coral-gemini25,sgc_coral-openai4510","1,2,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,23,30,12,7,30,18,39,58
"sgc_coral-anthropic,sgc_coral-gemini25,sgc_coral-openai4510","1,2,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,25,37,14,7,28,18,37,51
"sgc_coral-gemini25,sgc_coral-geminipro,sgc_coral-openai10o1","2,1,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,28,31,17,5,25,20,34,57
"sgc_coral-anthropic,sgc_coral-openai,sgc_coral-openai45","1,1,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.5929203539823009,0.4964726470054805,0.6843740416228519,113,67,35,54,24,12,18,13,27,34
"sgc_coral-openai,sgc_coral-openai4510,sgc_coral-openaio1","1,1,2",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,24,44,13,8,29,17,38,44
"sgc_coral-anthropic,sgc_coral-gemini,sgc_coral-geminipro","1,1,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.5663716814159292,0.4698655764900294,0.6593123718320077,113,64,34,49,23,10,19,15,28,39
"sgc_coral-anthropic,sgc_coral-geminipro,sgc_coral-gemma","1,1,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.5663716814159292,0.4698655764900294,0.6593123718320077,113,64,36,50,25,11,17,14,26,38
"sgc_coral-anthropic,sgc_coral-anthropic10,sgc_coral-openai10o1","1,4,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,26,36,15,11,27,14,36,52
"sgc_coral-geminipro10,sgc_coral-openai10o1,sgc_coral-openai4510","1,1,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,28,41,17,15,25,10,34,47
"sgc_coral-anthropic10,sgc_coral-gemini,sgc_coral-openai","4,1,1",0.5096153846153846,0.4096908330346118,0.608978285037949,104,53,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,26,39,15,4,27,21,36,49
