models,model_rounds,validation_accuracy,validation_lower_bound,validation_upper_bound,validation_total,validation_correct,test_accuracy,test_lower_bound,test_upper_bound,test_total,test_correct,validation_TP,test_TP,validation_FP,test_FP,validation_TN,test_TN,validation_FN,test_FN
"sgc_coral-openai10,sgc_coral-openai45,sgc_coral-openaio1","1,1,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.6017699115044248,0.5054005604480631,0.6926685144473006,113,68,36,49,15,6,27,19,26,39
"sgc_coral-anthropic37,sgc_coral-openai10,sgc_coral-openai10o1","7,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,33,34,12,6,30,19,29,54
"sgc_coral-anthropic37,sgc_coral-geminipro,sgc_coral-openai10","7,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,34,35,13,7,29,18,28,53
"sgc_coral-anthropic37,sgc_coral-gemma,sgc_coral-openai10","7,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,34,37,13,6,29,19,28,51
"sgc_coral-geminipro10,sgc_coral-gemma,sgc_coral-openai10","1,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,37,42,16,14,26,11,25,46
"sgc_coral-anthropic,sgc_coral-anthropic10,sgc_coral-openailong","1,4,3",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,31,38,10,7,32,18,31,50
"sgc_coral-gemini25,sgc_coral-gemini2510,sgc_coral-openaio1","2,2,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,27,37,6,4,36,21,35,51
"sgc_coral-anthropic10,sgc_coral-openai10,sgc_coral-openai45","4,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,34,45,13,9,29,16,28,43
"sgc_coral-anthropic10,sgc_coral-openai10,sgc_coral-openai10o1","4,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,33,37,12,9,30,16,29,51
"sgc_coral-anthropic10,sgc_coral-openai,sgc_coral-openailong","4,1,3",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,28,36,7,7,35,18,34,52
"sgc_coral-anthropic10,sgc_coral-gemma,sgc_coral-openailong","4,1,3",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,29,43,8,6,34,19,33,45
"sgc_coral-anthropic,sgc_coral-gemini2510,sgc_coral-openai45","1,2,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.6106194690265486,0.5143583942222505,0.7009327503651719,113,69,43,57,22,13,20,12,19,31
"sgc_coral-anthropic37,sgc_coral-openai10,sgc_coral-openai4510","7,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,32,34,11,6,31,19,30,54
"sgc_coral-anthropic3710,sgc_coral-openai,sgc_coral-openai10","3,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,38,45,17,8,25,17,24,43
"sgc_coral-anthropic10,sgc_coral-gemini2510,sgc_coral-openai","4,2,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5752212389380531,0.4787054077974483,0.6676956871258655,113,65,33,48,12,8,30,17,29,40
"sgc_coral-anthropic3710,sgc_coral-gemini,sgc_coral-openaio1","3,1,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,31,40,10,6,32,19,31,48
"sgc_coral-anthropic37,sgc_coral-gemini25,sgc_coral-openailong","7,2,3",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,28,25,7,2,35,23,34,63
"sgc_coral-anthropic3710,sgc_coral-geminipro,sgc_coral-openai4510","3,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,35,47,14,10,28,15,27,41
"sgc_coral-anthropic10,sgc_coral-gemini,sgc_coral-openaio1","4,1,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,26,34,5,5,37,20,36,54
"sgc_coral-gemini2510,sgc_coral-openai45,sgc_coral-openaio1","2,1,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.6637168141592921,0.5687552162567255,0.7498596396389975,113,75,35,57,14,7,28,18,27,31
"sgc_coral-openai45,sgc_coral-openailong,sgc_coral-openaio1","1,3,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5929203539823009,0.4964726470054805,0.6843740416228519,113,67,30,47,9,5,33,20,32,41
"sgc_coral-anthropic3710,sgc_coral-openai4510,sgc_coral-openaio1","3,1,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5929203539823009,0.4964726470054805,0.6843740416228519,113,67,30,47,9,5,33,20,32,41
"sgc_coral-anthropic,sgc_coral-openai45,sgc_coral-openailong","1,1,3",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,39,45,18,11,24,14,23,43
"sgc_coral-anthropic3710,sgc_coral-geminipro10,sgc_coral-openai45","3,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,36,49,15,12,27,13,26,39
"sgc_coral-anthropic3710,sgc_coral-openai10o1,sgc_coral-openai4510","3,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,37,46,16,12,26,13,25,42
"sgc_coral-anthropic,sgc_coral-anthropic3710,sgc_coral-geminipro","1,3,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5929203539823009,0.4964726470054805,0.6843740416228519,113,67,41,51,20,9,22,16,21,37
"sgc_coral-gemini2510,sgc_coral-openai,sgc_coral-openai45","2,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.6106194690265486,0.5143583942222505,0.7009327503651719,113,69,43,56,22,12,20,13,19,32
"sgc_coral-anthropic,sgc_coral-gemini,sgc_coral-gemini2510","1,1,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.6460176991150443,0.5504962136889733,0.7336793311699545,113,73,43,59,22,11,20,14,19,29
"sgc_coral-anthropic,sgc_coral-anthropic3710,sgc_coral-openai45","1,3,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5575221238938053,0.4610546518661339,0.6508999553070312,113,63,42,51,21,13,21,12,20,37
"sgc_coral-anthropic37,sgc_coral-gemini10,sgc_coral-openailong","7,4,3",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,28,29,7,4,35,21,34,59
"sgc_coral-anthropic10,sgc_coral-anthropic3710,sgc_coral-openai","4,3,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5575221238938053,0.4610546518661339,0.6508999553070312,113,63,31,42,10,4,32,21,31,46
"sgc_coral-anthropic10,sgc_coral-anthropic3710,sgc_coral-gemma","4,3,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,31,43,10,9,32,16,31,45
"sgc_coral-anthropic10,sgc_coral-anthropic37,sgc_coral-openai45","4,7,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,27,33,6,3,36,22,35,55
"sgc_coral-anthropic,sgc_coral-gemini10,sgc_coral-gemini2510","1,4,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,34,42,13,9,29,16,28,46
"sgc_coral-anthropic,sgc_coral-gemini25,sgc_coral-gemini2510","1,2,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,36,38,15,8,27,17,26,50
"sgc_coral-gemini,sgc_coral-gemini25,sgc_coral-gemini2510","1,2,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,36,36,15,7,27,18,26,52
"sgc_coral-anthropic37,sgc_coral-gemini,sgc_coral-openai10","7,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,36,35,15,4,27,21,26,53
"sgc_coral-anthropic3710,sgc_coral-gemini10,sgc_coral-geminipro10","3,4,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.415929203539823,0.3239503340286666,0.5124256476840243,113,47,28,29,7,7,35,18,34,59
"sgc_coral-gemini,sgc_coral-openai10,sgc_coral-openaio1","1,1,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5752212389380531,0.4787054077974483,0.6676956871258655,113,65,35,46,14,6,28,19,27,42
"sgc_coral-gemma,sgc_coral-openai10o1,sgc_coral-openailong","1,1,3",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,33,43,12,13,30,12,29,45
"sgc_coral-gemini,sgc_coral-geminipro10,sgc_coral-openailong","1,1,3",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,36,39,15,8,27,17,26,49
"sgc_coral-geminipro10,sgc_coral-openailong,sgc_coral-openaio1","1,3,2",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,27,37,6,4,36,21,35,51
"sgc_coral-anthropic37,sgc_coral-anthropic3710,sgc_coral-gemini10","7,3,4",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.415929203539823,0.3239503340286666,0.5124256476840243,113,47,27,27,6,5,36,20,35,61
"sgc_coral-anthropic3710,sgc_coral-gemini25,sgc_coral-geminipro","3,2,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,31,31,10,6,32,19,31,57
"sgc_coral-anthropic37,sgc_coral-gemini,sgc_coral-geminipro10","7,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,32,33,11,5,31,20,30,55
"sgc_coral-gemini2510,sgc_coral-geminipro10,sgc_coral-openai45","2,1,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5663716814159292,0.4698655764900294,0.6593123718320077,113,64,40,53,19,14,23,11,22,35
"sgc_coral-anthropic,sgc_coral-anthropic37,sgc_coral-openailong","1,7,3",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,30,34,9,4,33,21,32,54
"sgc_coral-gemini,sgc_coral-gemini2510,sgc_coral-gemma","1,2,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.6283185840707964,0.5323652037350549,0.717368992019971,113,71,42,57,21,11,21,14,20,31
"sgc_coral-gemini,sgc_coral-gemini2510,sgc_coral-geminipro10","1,2,1",0.6057692307692307,0.5051377017505615,0.7002144340073123,104,63,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,39,47,18,11,24,14,23,41
"sgc_coral-gemini2510,sgc_coral-geminipro,sgc_coral-openaio1","2,1,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5752212389380531,0.4787054077974483,0.6676956871258655,113,65,36,49,16,9,26,16,26,39
"sgc_coral-gemini25,sgc_coral-openailong,sgc_coral-openaio1","2,3,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,25,32,5,4,37,21,37,56
"sgc_coral-openai10,sgc_coral-openai4510,sgc_coral-openaio1","1,1,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,30,41,10,8,32,17,32,47
"sgc_coral-gemini25,sgc_coral-openai4510,sgc_coral-openailong","2,1,3",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,27,31,7,5,35,20,35,57
"sgc_coral-openai10o1,sgc_coral-openai45,sgc_coral-openailong","1,1,3",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,36,45,16,10,26,15,26,43
"sgc_coral-gemini2510,sgc_coral-geminipro,sgc_coral-openai4510","2,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.6371681415929203,0.5414149629210798,0.7255401401231517,113,72,40,58,20,11,22,14,22,30
"sgc_coral-gemini10,sgc_coral-gemini2510,sgc_coral-openai45","4,2,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,31,41,11,6,31,19,31,47
"sgc_coral-gemini25,sgc_coral-openai10o1,sgc_coral-openailong","2,1,3",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.415929203539823,0.3239503340286666,0.5124256476840243,113,47,28,27,8,5,34,20,34,61
"sgc_coral-gemini25,sgc_coral-gemma,sgc_coral-openailong","2,1,3",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,27,30,7,5,35,20,35,58
"sgc_coral-anthropic3710,sgc_coral-openai10o1,sgc_coral-openai45","3,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5752212389380531,0.4787054077974483,0.6676956871258655,113,65,38,51,18,11,24,14,24,37
"sgc_coral-geminipro10,sgc_coral-openai,sgc_coral-openailong","1,1,3",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,35,38,15,9,27,16,27,50
"sgc_coral-geminipro10,sgc_coral-openai10,sgc_coral-openai10o1","1,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,36,41,16,12,26,13,26,47
"sgc_coral-gemini2510,sgc_coral-openai,sgc_coral-openai4510","2,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5929203539823009,0.4964726470054805,0.6843740416228519,113,67,39,54,19,12,23,13,23,34
"sgc_coral-anthropic3710,sgc_coral-geminipro,sgc_coral-openai45","3,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5929203539823009,0.4964726470054805,0.6843740416228519,113,67,39,52,19,10,23,15,23,36
"sgc_coral-gemini,sgc_coral-gemini10,sgc_coral-gemini2510","1,4,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,35,40,15,6,27,19,27,48
"sgc_coral-geminipro10,sgc_coral-openai10,sgc_coral-openai45","1,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,36,47,16,11,26,14,26,41
"sgc_coral-geminipro10,sgc_coral-openai45,sgc_coral-openaio1","1,1,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5486725663716814,0.4522724568103532,0.642458642416372,113,62,32,47,12,10,30,15,30,41
"sgc_coral-anthropic3710,sgc_coral-gemini25,sgc_coral-openai4510","3,2,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,28,33,8,7,34,18,34,55
"sgc_coral-gemini,sgc_coral-gemini2510,sgc_coral-openai45","1,2,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.6902654867256637,0.5963938602613119,0.7738752807391943,113,78,40,63,20,10,22,15,22,25
"sgc_coral-gemini,sgc_coral-gemini2510,sgc_coral-openaio1","1,2,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.6106194690265486,0.5143583942222505,0.7009327503651719,113,69,34,50,14,6,28,19,28,38
"sgc_coral-anthropic3710,sgc_coral-gemini10,sgc_coral-openai45","3,4,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,30,42,10,6,32,19,32,46
"sgc_coral-gemma,sgc_coral-openailong,sgc_coral-openaio1","1,3,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5575221238938053,0.4610546518661339,0.6508999553070312,113,63,28,42,8,4,34,21,34,46
"sgc_coral-anthropic3710,sgc_coral-gemini,sgc_coral-openai10o1","3,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,37,43,17,11,25,14,25,45
"sgc_coral-gemini10,sgc_coral-openai45,sgc_coral-openailong","4,1,3",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.48672566371681414,0.391592485688175,0.5825715848269355,113,55,27,35,7,5,35,20,35,53
"sgc_coral-gemini25,sgc_coral-gemini2510,sgc_coral-geminipro","2,2,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,35,40,15,9,27,16,27,48
"sgc_coral-anthropic3710,sgc_coral-gemini,sgc_coral-gemini10","3,1,4",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,31,35,11,8,31,17,31,53
"sgc_coral-gemini25,sgc_coral-gemini2510,sgc_coral-geminipro10","2,2,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,32,36,12,8,30,17,30,52
"sgc_coral-anthropic37,sgc_coral-openai10,sgc_coral-openaio1","7,1,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5221238938053098,0.4260969019985035,0.6169629390023114,113,59,27,36,7,2,35,23,35,52
"sgc_coral-openai,sgc_coral-openailong,sgc_coral-openaio1","1,3,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5663716814159292,0.4698655764900294,0.6593123718320077,113,64,28,44,8,5,34,20,34,44
"sgc_coral-anthropic37,sgc_coral-gemma,sgc_coral-openaio1","7,1,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,25,36,5,3,37,22,37,52
"sgc_coral-anthropic37,sgc_coral-gemma,sgc_coral-openai10o1","7,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,28,38,8,9,34,16,34,50
"sgc_coral-gemini25,sgc_coral-geminipro10,sgc_coral-openailong","2,1,3",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,28,31,8,5,34,20,34,57
"sgc_coral-anthropic3710,sgc_coral-geminipro,sgc_coral-openaio1","3,1,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,31,43,11,8,31,17,31,45
"sgc_coral-anthropic3710,sgc_coral-geminipro,sgc_coral-gemma","3,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,39,47,19,12,23,13,23,41
"sgc_coral-anthropic,sgc_coral-gemini,sgc_coral-geminipro10","1,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.504424778761062,0.4087881883554824,0.599823792281213,113,57,39,43,19,11,23,14,23,45
"sgc_coral-anthropic,sgc_coral-anthropic37,sgc_coral-openai10","1,7,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,32,33,12,5,30,20,30,55
"sgc_coral-anthropic10,sgc_coral-openai10,sgc_coral-openaio1","4,1,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,28,36,8,5,34,20,34,52
"sgc_coral-anthropic,sgc_coral-gemini2510,sgc_coral-openai4510","1,2,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5752212389380531,0.4787054077974483,0.6676956871258655,113,65,44,52,24,12,18,13,18,36
"sgc_coral-anthropic37,sgc_coral-anthropic3710,sgc_coral-gemini25","7,3,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.39823008849557523,0.30733148555269946,0.4945994395519369,113,45,26,24,6,4,36,21,36,64
"sgc_coral-anthropic,sgc_coral-gemini25,sgc_coral-openai10","1,2,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,33,31,13,5,29,20,29,57
"sgc_coral-anthropic10,sgc_coral-gemma,sgc_coral-openai10","4,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,34,45,14,10,28,15,28,43
"sgc_coral-anthropic37,sgc_coral-anthropic3710,sgc_coral-openai4510","7,3,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,29,38,9,7,33,18,33,50
"sgc_coral-anthropic10,sgc_coral-geminipro10,sgc_coral-openai4510","4,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,29,34,9,11,33,14,33,54
"sgc_coral-anthropic,sgc_coral-openai10,sgc_coral-openai4510","1,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,39,47,19,12,23,13,23,41
"sgc_coral-anthropic,sgc_coral-anthropic3710,sgc_coral-openaio1","1,3,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5398230088495575,0.44351884275715087,0.6339886086814048,113,61,32,43,12,7,30,18,30,45
"sgc_coral-anthropic,sgc_coral-anthropic3710,sgc_coral-openai4510","1,3,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,39,45,19,10,23,15,23,43
"sgc_coral-anthropic37,sgc_coral-gemini,sgc_coral-openai45","7,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,32,42,12,9,30,16,30,46
"sgc_coral-anthropic37,sgc_coral-gemini,sgc_coral-openaio1","7,1,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,24,33,4,2,38,23,38,55
"sgc_coral-anthropic10,sgc_coral-openai10,sgc_coral-openai4510","4,1,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,31,42,11,7,31,18,31,46
"sgc_coral-anthropic10,sgc_coral-anthropic3710,sgc_coral-gemini10","4,3,4",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.415929203539823,0.3239503340286666,0.5124256476840243,113,47,26,28,6,6,36,19,36,60
"sgc_coral-anthropic10,sgc_coral-anthropic3710,sgc_coral-openai10o1","4,3,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,29,41,9,8,33,17,33,47
"sgc_coral-anthropic,sgc_coral-anthropic37,sgc_coral-gemini25","1,7,2",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.3805309734513274,0.2908336209275553,0.4766535155216661,113,43,25,20,5,2,37,23,37,68
"sgc_coral-anthropic,sgc_coral-anthropic10,sgc_coral-geminipro10","1,4,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.45132743362831856,0.35754135758362804,0.5477275431896468,113,51,31,33,11,7,31,18,31,55
"sgc_coral-anthropic10,sgc_coral-gemini2510,sgc_coral-openai10o1","4,2,1",0.5961538461538461,0.49543231082908396,0.691252783311745,104,62,0.5132743362831859,0.41742841517306456,0.608407514311825,113,58,35,43,15,10,27,15,27,45
"sgc_coral-gemini10,sgc_coral-gemini2510,sgc_coral-geminipro10","4,2,1",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,31,40,12,9,30,16,31,48
"sgc_coral-anthropic10,sgc_coral-anthropic3710,sgc_coral-gemini25","4,3,2",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.4247787610619469,0.33230431287413453,0.5212945922025517,113,48,25,28,6,5,36,20,37,60
"sgc_coral-anthropic37,sgc_coral-openai4510,sgc_coral-openailong","7,1,3",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,26,33,7,5,35,20,36,55
"sgc_coral-anthropic37,sgc_coral-openai45,sgc_coral-openaio1","7,1,2",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,25,39,6,4,36,21,37,49
"sgc_coral-anthropic10,sgc_coral-gemma,sgc_coral-openai10o1","4,1,1",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.49557522123893805,0.40017620771878704,0.5912118116445175,113,56,28,43,9,12,33,13,34,45
"sgc_coral-anthropic10,sgc_coral-anthropic37,sgc_coral-gemini","4,7,1",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.4424778761061947,0.3491000446929689,0.5389453481338661,113,50,26,29,7,4,35,21,36,59
"sgc_coral-gemini10,sgc_coral-gemma,sgc_coral-openailong","4,1,3",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.4690265486725664,0.3745099988696216,0.5652063110236246,113,53,26,35,7,7,35,18,36,53
"sgc_coral-gemini,sgc_coral-openailong,sgc_coral-openaio1","1,3,2",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.5575221238938053,0.4610546518661339,0.6508999553070312,113,63,29,42,10,4,32,21,33,46
"sgc_coral-gemini10,sgc_coral-openai10o1,sgc_coral-openailong","4,1,3",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.40707964601769914,0.3156259583771482,0.5035273529945195,113,46,26,27,7,6,35,19,36,61
"sgc_coral-gemini10,sgc_coral-openai4510,sgc_coral-openailong","4,1,3",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.46017699115044247,0.3660113913185952,0.5564811572428492,113,52,27,33,8,6,34,19,35,55
"sgc_coral-anthropic10,sgc_coral-gemini25,sgc_coral-gemini2510","4,2,2",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.4778761061946903,0.38303706099768864,0.5739030980014965,113,54,28,35,9,6,33,19,34,53
"sgc_coral-anthropic,sgc_coral-geminipro,sgc_coral-openailong","1,1,3",0.5865384615384616,0.4857634129951128,0.6822542462493977,104,61,0.5309734513274337,0.4347936889763754,0.6254900011303783,113,60,39,45,20,10,22,15,23,43
